measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,eventID,measurementValueID
IYS:GoA2019_Stn19:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn19:juday,NA
IYS:GoA2019_Stn20:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn20:juday,NA
IYS:GoA2019_Stn20:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn20:juday,NA
IYS:GoA2019_Stn20:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn20:juday,NA
IYS:GoA2019_Stn20:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn20:juday, 
IYS:GoA2019_Stn20:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn20:juday,NA
IYS:GoA2019_Stn21:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn21:juday,NA
IYS:GoA2019_Stn21:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn21:juday,NA
IYS:GoA2019_Stn21:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn21:juday,NA
IYS:GoA2019_Stn21:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn21:juday, 
IYS:GoA2019_Stn21:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn21:juday,NA
IYS:GoA2019_Stn22:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn22:juday,NA
IYS:GoA2019_Stn22:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn22:juday,NA
IYS:GoA2019_Stn22:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn22:juday,NA
IYS:GoA2019_Stn22:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn22:juday, 
IYS:GoA2019_Stn22:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn22:juday,NA
IYS:GoA2019_Stn23:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn23:juday,NA
IYS:GoA2019_Stn23:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn23:juday,NA
IYS:GoA2019_Stn23:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn23:juday,NA
IYS:GoA2019_Stn23:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn23:juday, 
IYS:GoA2019_Stn23:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn23:juday,NA
IYS:GoA2019_Stn24:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn24:juday,NA
IYS:GoA2019_Stn24:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn24:juday,NA
IYS:GoA2019_Stn24:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn24:juday,NA
IYS:GoA2019_Stn24:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn24:juday, 
IYS:GoA2019_Stn24:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn24:juday,NA
IYS:GoA2019_Stn25:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn25:juday,NA
IYS:GoA2019_Stn25:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn25:juday,NA
IYS:GoA2019_Stn25:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn25:juday,NA
IYS:GoA2019_Stn25:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn25:juday, 
IYS:GoA2019_Stn25:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn25:juday,NA
IYS:GoA2019_Stn26:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn26:juday,NA
IYS:GoA2019_Stn26:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn26:juday,NA
IYS:GoA2019_Stn26:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn26:juday,NA
IYS:GoA2019_Stn26:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn26:juday, 
IYS:GoA2019_Stn26:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn26:juday,NA
IYS:GoA2019_Stn27:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn27:juday,NA
IYS:GoA2019_Stn27:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn27:juday,NA
IYS:GoA2019_Stn27:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn27:juday,NA
IYS:GoA2019_Stn27:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn27:juday, 
IYS:GoA2019_Stn27:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn27:juday,NA
IYS:GoA2019_Stn28:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn28:juday,NA
IYS:GoA2019_Stn28:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn28:juday,NA
IYS:GoA2019_Stn28:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn28:juday,NA
IYS:GoA2019_Stn28:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn28:juday, 
IYS:GoA2019_Stn28:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn28:juday,NA
IYS:GoA2019_Stn29:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn29:juday,NA
IYS:GoA2019_Stn29:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn29:juday,NA
IYS:GoA2019_Stn29:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn29:juday,NA
IYS:GoA2019_Stn29:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn29:juday, 
IYS:GoA2019_Stn29:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn29:juday,NA
IYS:GoA2019_Stn30:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn30:juday,NA
IYS:GoA2019_Stn30:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn30:juday,NA
IYS:GoA2019_Stn30:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn30:juday,NA
IYS:GoA2019_Stn30:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn30:juday, 
IYS:GoA2019_Stn30:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn30:juday,NA
IYS:GoA2019_Stn31:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn31:juday,NA
IYS:GoA2019_Stn31:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn31:juday,NA
IYS:GoA2019_Stn31:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn31:juday,NA
IYS:GoA2019_Stn31:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn31:juday, 
IYS:GoA2019_Stn31:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn31:juday,NA
IYS:GoA2019_Stn32:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn32:juday,NA
IYS:GoA2019_Stn32:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn32:juday,NA
IYS:GoA2019_Stn32:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn32:juday,NA
IYS:GoA2019_Stn32:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn32:juday, 
IYS:GoA2019_Stn32:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn32:juday,NA
IYS:GoA2019_Stn33:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn33:juday,NA
IYS:GoA2019_Stn33:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn33:juday,NA
IYS:GoA2019_Stn33:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn33:juday,NA
IYS:GoA2019_Stn33:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn33:juday, 
IYS:GoA2019_Stn33:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn33:juday,NA
IYS:GoA2019_Stn34:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn34:juday,NA
IYS:GoA2019_Stn34:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn34:juday,NA
IYS:GoA2019_Stn34:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn34:juday,NA
IYS:GoA2019_Stn34:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn34:juday, 
IYS:GoA2019_Stn34:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn34:juday,NA
IYS:GoA2019_Stn35:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn35:juday,NA
IYS:GoA2019_Stn35:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn35:juday,NA
IYS:GoA2019_Stn35:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn35:juday,NA
IYS:GoA2019_Stn35:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn35:juday, 
IYS:GoA2019_Stn35:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn35:juday,NA
IYS:GoA2019_Stn36:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn36:juday,NA
IYS:GoA2019_Stn36:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn36:juday,NA
IYS:GoA2019_Stn36:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn36:juday,NA
IYS:GoA2019_Stn36:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn36:juday, 
IYS:GoA2019_Stn36:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn36:juday,NA
IYS:GoA2019_Stn37:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn37:juday,NA
IYS:GoA2019_Stn37:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn37:juday,NA
IYS:GoA2019_Stn37:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn37:juday,NA
IYS:GoA2019_Stn37:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn37:juday, 
IYS:GoA2019_Stn37:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn37:juday,NA
IYS:GoA2019_Stn38:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn38:juday,NA
IYS:GoA2019_Stn38:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn38:juday,NA
IYS:GoA2019_Stn38:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn38:juday,NA
IYS:GoA2019_Stn38:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn38:juday, 
IYS:GoA2019_Stn38:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn38:juday,NA
IYS:GoA2019_Stn39:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn39:juday,NA
IYS:GoA2019_Stn39:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn39:juday,NA
IYS:GoA2019_Stn39:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn39:juday,NA
IYS:GoA2019_Stn39:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn39:juday, 
IYS:GoA2019_Stn39:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn39:juday,NA
IYS:GoA2019_Stn40:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn40:juday,NA
IYS:GoA2019_Stn40:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn40:juday,NA
IYS:GoA2019_Stn40:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn40:juday,NA
IYS:GoA2019_Stn40:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn40:juday, 
IYS:GoA2019_Stn40:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn40:juday,NA
IYS:GoA2019_Stn41:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn41:juday,NA
IYS:GoA2019_Stn41:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn41:juday,NA
IYS:GoA2019_Stn41:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn41:juday,NA
IYS:GoA2019_Stn41:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn41:juday, 
IYS:GoA2019_Stn41:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn41:juday,NA
IYS:GoA2019_Stn42:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn42:juday,NA
IYS:GoA2019_Stn42:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn42:juday,NA
IYS:GoA2019_Stn42:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn42:juday,NA
IYS:GoA2019_Stn42:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn42:juday, 
IYS:GoA2019_Stn42:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn42:juday,NA
IYS:GoA2019_Stn43:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn43:juday,NA
IYS:GoA2019_Stn43:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn43:juday,NA
IYS:GoA2019_Stn43:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn43:juday,NA
IYS:GoA2019_Stn43:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn43:juday, 
IYS:GoA2019_Stn43:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn43:juday,NA
IYS:GoA2019_Stn44:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn44:juday,NA
IYS:GoA2019_Stn44:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn44:juday,NA
IYS:GoA2019_Stn44:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn44:juday,NA
IYS:GoA2019_Stn44:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn44:juday, 
IYS:GoA2019_Stn44:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn44:juday,NA
IYS:GoA2019_Stn45:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn45:juday,NA
IYS:GoA2019_Stn45:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn45:juday,NA
IYS:GoA2019_Stn45:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn45:juday,NA
IYS:GoA2019_Stn45:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn45:juday, 
IYS:GoA2019_Stn45:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn45:juday,NA
IYS:GoA2019_Stn46:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn46:juday,NA
IYS:GoA2019_Stn46:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn46:juday,NA
IYS:GoA2019_Stn46:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn46:juday,NA
IYS:GoA2019_Stn46:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn46:juday, 
IYS:GoA2019_Stn46:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn46:juday,NA
IYS:GoA2019_Stn47:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn47:juday,NA
IYS:GoA2019_Stn47:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn47:juday,NA
IYS:GoA2019_Stn47:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn47:juday,NA
IYS:GoA2019_Stn47:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn47:juday, 
IYS:GoA2019_Stn47:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn47:juday,NA
IYS:GoA2019_Stn48:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn48:juday,NA
IYS:GoA2019_Stn48:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn48:juday,NA
IYS:GoA2019_Stn48:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn48:juday,NA
IYS:GoA2019_Stn48:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn48:juday, 
IYS:GoA2019_Stn48:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn48:juday,NA
IYS:GoA2019_Stn49:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn49:juday,NA
IYS:GoA2019_Stn49:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn49:juday,NA
IYS:GoA2019_Stn49:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn49:juday,NA
IYS:GoA2019_Stn49:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn49:juday, 
IYS:GoA2019_Stn49:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn49:juday,NA
IYS:GoA2019_Stn50:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn50:juday,NA
IYS:GoA2019_Stn50:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn50:juday,NA
IYS:GoA2019_Stn50:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn50:juday,NA
IYS:GoA2019_Stn50:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn50:juday, 
IYS:GoA2019_Stn50:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn50:juday,NA
IYS:GoA2019_Stn51:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn51:juday,NA
IYS:GoA2019_Stn51:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn51:juday,NA
IYS:GoA2019_Stn51:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn51:juday,NA
IYS:GoA2019_Stn51:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn51:juday, 
IYS:GoA2019_Stn51:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn51:juday,NA
IYS:GoA2019_Stn52:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn52:juday,NA
IYS:GoA2019_Stn52:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn52:juday,NA
IYS:GoA2019_Stn52:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn52:juday,NA
IYS:GoA2019_Stn52:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn52:juday, 
IYS:GoA2019_Stn52:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn52:juday,NA
IYS:GoA2019_Stn53:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn53:juday,NA
IYS:GoA2019_Stn53:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn53:juday,NA
IYS:GoA2019_Stn53:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn53:juday,NA
IYS:GoA2019_Stn53:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn53:juday, 
IYS:GoA2019_Stn53:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn53:juday,NA
IYS:GoA2019_Stn54:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn54:juday,NA
IYS:GoA2019_Stn54:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn54:juday,NA
IYS:GoA2019_Stn54:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn54:juday,NA
IYS:GoA2019_Stn54:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn54:juday, 
IYS:GoA2019_Stn54:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn54:juday,NA
IYS:GoA2019_Stn55:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn55:juday,NA
IYS:GoA2019_Stn55:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn55:juday,NA
IYS:GoA2019_Stn55:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn55:juday,NA
IYS:GoA2019_Stn55:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn55:juday, 
IYS:GoA2019_Stn55:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn55:juday,NA
IYS:GoA2019_Stn56:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn56:juday,NA
IYS:GoA2019_Stn56:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn56:juday,NA
IYS:GoA2019_Stn56:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn56:juday,NA
IYS:GoA2019_Stn56:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn56:juday, 
IYS:GoA2019_Stn56:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn56:juday,NA
IYS:GoA2019_Stn57:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn57:juday,NA
IYS:GoA2019_Stn57:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn57:juday,NA
IYS:GoA2019_Stn57:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn57:juday,NA
IYS:GoA2019_Stn57:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn57:juday, 
IYS:GoA2019_Stn57:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn57:juday,NA
IYS:GoA2019_Stn58:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn58:juday,NA
IYS:GoA2019_Stn58:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn58:juday,NA
IYS:GoA2019_Stn58:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn58:juday,NA
IYS:GoA2019_Stn58:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn58:juday, 
IYS:GoA2019_Stn58:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn58:juday,NA
IYS:GoA2019_Stn59:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn59:juday,NA
IYS:GoA2019_Stn59:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn59:juday,NA
IYS:GoA2019_Stn59:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn59:juday,NA
IYS:GoA2019_Stn59:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn59:juday, 
IYS:GoA2019_Stn59:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn59:juday,NA
IYS:GoA2019_Stn60:juday:volume_filtered,volume_filtered, ,20,cubic meter, ,IYS:GoA2019_Stn60:juday,NA
IYS:GoA2019_Stn60:juday:mesh_size,mesh_size, , ,microns, ,IYS:GoA2019_Stn60:juday,NA
IYS:GoA2019_Stn60:juday:net_opening,net_opening, , , ,NA,IYS:GoA2019_Stn60:juday,NA
IYS:GoA2019_Stn60:juday:gear_type,gear_type, ,Juday Net,NA,NA,IYS:GoA2019_Stn60:juday, 
IYS:GoA2019_Stn60:juday:tow_speed,tow_speed, , , ,NA,IYS:GoA2019_Stn60:juday,NA
IYS:GoA2019_Stn1:juday:jocc:1-biomass,biomass,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL04/,44.47,milligrams per cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,NA,NA
IYS:GoA2019_Stn1:juday:jocc:2-biomass,biomass,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL04/,1.275,milligrams per cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,NA,NA
