measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
IYS:GoA2019_Stn3:trawl1:M0001:p:c_b_cys:Ct,Relative Ct-value, ,26.17153835, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:hkg:Ct,Relative Ct-value, ,34.83729506, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:ic_hof:Ct,Relative Ct-value, ,23.94974232, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:lo_sal:Ct,Relative Ct-value, ,32.44956303, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:pa_pse:Ct,Relative Ct-value, ,22.81573105, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:pa_ther:Ct,Relative Ct-value, ,19.16055202, , 
IYS:GoA2019_Stn3:trawl1:M0001:p:sch:Ct,Relative Ct-value, ,17.17541504, , 
IYS:GoA2019_Stn3:trawl1:M0002:p:c_b_cys:Ct,Relative Ct-value, ,32.5293417, , 
IYS:GoA2019_Stn3:trawl1:M0002:p:hkg:Ct,Relative Ct-value, ,34.18847704, , 
IYS:GoA2019_Stn3:trawl1:M0002:p:ic_hof:Ct,Relative Ct-value, ,21.74460316, , 
IYS:GoA2019_Stn3:trawl1:M0002:p:IcD:Ct,Relative Ct-value, ,25.55366703, , 
IYS:GoA2019_Stn4:trawl1:M0003:p:c_b_cys:Ct,Relative Ct-value, ,26.43549061, , 
IYS:GoA2019_Stn4:trawl1:M0003:p:hkg:Ct,Relative Ct-value, ,34.27843523, , 
IYS:GoA2019_Stn4:trawl1:M0003:p:ic_hof:Ct,Relative Ct-value, ,23.85766983, , 
IYS:GoA2019_Stn4:trawl1:M0003:p:lo_sal:Ct,Relative Ct-value, ,31.58270788, , 
IYS:GoA2019_Stn4:trawl1:M0004:p:c_b_cys:Ct,Relative Ct-value, ,20.5059166, , 
IYS:GoA2019_Stn4:trawl1:M0004:p:hkg:Ct,Relative Ct-value, ,34.74944973, , 
IYS:GoA2019_Stn4:trawl1:M0004:p:ku_thy:Ct,Relative Ct-value, ,19.7456007, , 
IYS:GoA2019_Stn4:trawl1:M0005:p:c_b_cys:Ct,Relative Ct-value, ,33.53095007, , 
IYS:GoA2019_Stn4:trawl1:M0005:p:hkg:Ct,Relative Ct-value, ,33.8841033, , 
IYS:GoA2019_Stn4:trawl1:M0005:p:IcD:Ct,Relative Ct-value, ,29.58230137, , 
IYS:GoA2019_Stn4:trawl1:M0006:p:c_b_cys:Ct,Relative Ct-value, ,28.15630341, , 
IYS:GoA2019_Stn4:trawl1:M0006:p:hkg:Ct,Relative Ct-value, ,33.61738491, , 
IYS:GoA2019_Stn4:trawl1:M0006:p:ic_hof:Ct,Relative Ct-value, ,24.82933998, , 
IYS:GoA2019_Stn4:trawl1:M0007:p:c_b_cys:Ct,Relative Ct-value, ,23.35961437, , 
IYS:GoA2019_Stn4:trawl1:M0007:p:hkg:Ct,Relative Ct-value, ,34.85920477, , 
IYS:GoA2019_Stn4:trawl1:M0008:p:c_b_cys:Ct,Relative Ct-value, ,24.8829031, , 
IYS:GoA2019_Stn4:trawl1:M0008:p:hkg:Ct,Relative Ct-value, ,34.82928085, , 
IYS:GoA2019_Stn4:trawl1:M0009:p:c_b_cys:Ct,Relative Ct-value, ,31.6400795, , 
IYS:GoA2019_Stn4:trawl1:M0009:p:hkg:Ct,Relative Ct-value, ,34.62110996, , 
IYS:GoA2019_Stn4:trawl1:M0010:p:c_b_cys:Ct,Relative Ct-value, ,29.61118793, , 
IYS:GoA2019_Stn4:trawl1:M0010:p:hkg:Ct,Relative Ct-value, ,34.82482958, , 
IYS:GoA2019_Stn5:trawl1:M0011:p:c_b_cys:Ct,Relative Ct-value, ,24.71083069, , 
IYS:GoA2019_Stn5:trawl1:M0011:p:hkg:Ct,Relative Ct-value, ,34.46125507, , 
IYS:GoA2019_Stn5:trawl1:M0011:p:ic_hof:Ct,Relative Ct-value, ,21.61465073, , 
IYS:GoA2019_Stn5:trawl1:M0012:p:c_b_cys:Ct,Relative Ct-value, ,27.00724792, , 
IYS:GoA2019_Stn5:trawl1:M0012:p:hkg:Ct,Relative Ct-value, ,34.96974754, , 
IYS:GoA2019_Stn5:trawl1:M0012:p:ic_hof:Ct,Relative Ct-value, ,35.96259117, , 
IYS:GoA2019_Stn5:trawl1:M0012:p:lo_sal:Ct,Relative Ct-value, ,23.33078003, , 
IYS:GoA2019_Stn5:trawl1:M0012:p:Salmovirus:Ct,Relative Ct-value, ,27.58657742, , 
IYS:GoA2019_Stn5:trawl1:M0013:p:c_b_cys:Ct,Relative Ct-value, ,28.08650303, , 
IYS:GoA2019_Stn5:trawl1:M0013:p:hkg:Ct,Relative Ct-value, ,33.76016569, , 
IYS:GoA2019_Stn5:trawl1:M0013:p:lo_sal:Ct,Relative Ct-value, ,22.47473049, , 
IYS:GoA2019_Stn5:trawl1:M0014:p:c_b_cys:Ct,Relative Ct-value, ,21.1599226, , 
IYS:GoA2019_Stn5:trawl1:M0014:p:hkg:Ct,Relative Ct-value, ,33.4013319, , 
IYS:GoA2019_Stn5:trawl1:M0014:p:ver:Ct,Relative Ct-value, ,20.15091515, , 
IYS:GoA2019_Stn5:trawl1:M0015:p:c_b_cys:Ct,Relative Ct-value, ,22.15643501, , 
IYS:GoA2019_Stn5:trawl1:M0015:p:hkg:Ct,Relative Ct-value, ,33.96203709, , 
IYS:GoA2019_Stn5:trawl1:M0015:p:ic_hof:Ct,Relative Ct-value, ,37.51087427, , 
IYS:GoA2019_Stn5:trawl1:M0015:p:ver:Ct,Relative Ct-value, ,20.59706974, , 
IYS:GoA2019_Stn5:trawl1:M0016:p:c_b_cys:Ct,Relative Ct-value, ,22.4049511, , 
IYS:GoA2019_Stn5:trawl1:M0016:p:hkg:Ct,Relative Ct-value, ,34.11928082, , 
IYS:GoA2019_Stn38:trawl1:M0179:p:hkg:Ct,Relative Ct-value, ,36.33097363, , 
IYS:GoA2019_Stn38:trawl1:M0179:p:IcD:Ct,Relative Ct-value, ,12.82875067, , 
IYS:GoA2019_Stn38:trawl1:M0179:p:lo_sal:Ct,Relative Ct-value, ,40.15465331, , 
IYS:GoA2019_Stn12:trawl1:M0052:p:c_b_cys:Ct,Relative Ct-value, ,25.33522701, , 
IYS:GoA2019_Stn12:trawl1:M0052:p:hkg:Ct,Relative Ct-value, ,34.16003847, , 
IYS:GoA2019_Stn6:trawl1:M0019:p:c_b_cys:Ct,Relative Ct-value, ,25.58112144, , 
IYS:GoA2019_Stn6:trawl1:M0019:p:hkg:Ct,Relative Ct-value, ,34.66130447, , 
IYS:GoA2019_Stn6:trawl1:M0020:p:c_b_cys:Ct,Relative Ct-value, ,22.88726807, , 
IYS:GoA2019_Stn6:trawl1:M0020:p:hkg:Ct,Relative Ct-value, ,34.63561201, , 
IYS:GoA2019_Stn6:trawl1:M0021:p:c_b_cys:Ct,Relative Ct-value, ,26.2822628, , 
IYS:GoA2019_Stn6:trawl1:M0021:p:hkg:Ct,Relative Ct-value, ,34.41562033, , 
IYS:GoA2019_Stn6:trawl1:M0021:p:IcD:Ct,Relative Ct-value, ,27.76444371, , 
IYS:GoA2019_Stn35:trawl1:M0156:p:hkg:Ct,Relative Ct-value, ,36.80579996, , 
IYS:GoA2019_Stn35:trawl1:M0156:p:IcD:Ct,Relative Ct-value, ,21.41584565, , 
IYS:GoA2019_Stn35:trawl1:M0156:p:lo_sal:Ct,Relative Ct-value, ,25.61343098, , 
IYS:GoA2019_Stn36:trawl1:M0168:p:c_b_cys:Ct,Relative Ct-value, ,27.22366524, , 
IYS:GoA2019_Stn36:trawl1:M0168:p:hkg:Ct,Relative Ct-value, ,37.06632757, , 
IYS:GoA2019_Stn36:trawl1:M0168:p:lo_sal:Ct,Relative Ct-value, ,21.26473618, , 
IYS:GoA2019_Stn36:trawl1:M0168:p:pa_pse:Ct,Relative Ct-value, ,22.13355827, , 
IYS:GoA2019_Stn36:trawl1:M0168:p:sch:Ct,Relative Ct-value, ,19.92775726, , 
IYS:GoA2019_Stn8:trawl1:M0024:p:c_b_cys:Ct,Relative Ct-value, ,22.94031906, , 
IYS:GoA2019_Stn8:trawl1:M0024:p:hkg:Ct,Relative Ct-value, ,33.01352215, , 
IYS:GoA2019_Stn8:trawl1:M0024:p:ic_hof:Ct,Relative Ct-value, ,21.17510509, , 
IYS:GoA2019_Stn8:trawl1:M0025:p:hkg:Ct,Relative Ct-value, ,33.28533649, , 
IYS:GoA2019_Stn8:trawl1:M0025:p:ic_hof:Ct,Relative Ct-value, ,23.8161478, , 
IYS:GoA2019_Stn8:trawl1:M0026:p:c_b_cys:Ct,Relative Ct-value, ,27.86092186, , 
IYS:GoA2019_Stn8:trawl1:M0026:p:hkg:Ct,Relative Ct-value, ,35.58120728, , 
IYS:GoA2019_Stn8:trawl1:M0026:p:ic_hof:Ct,Relative Ct-value, ,38.36610699, , 
IYS:GoA2019_Stn8:trawl1:M0026:p:lo_sal:Ct,Relative Ct-value, ,29.53408337, , 
IYS:GoA2019_Stn8:trawl1:M0027:p:c_b_cys:Ct,Relative Ct-value, ,25.72846699, , 
IYS:GoA2019_Stn8:trawl1:M0027:p:hkg:Ct,Relative Ct-value, ,33.43859386, , 
IYS:GoA2019_Stn8:trawl1:M0027:p:ic_hof:Ct,Relative Ct-value, ,30.58083105, , 
IYS:GoA2019_Stn8:trawl1:M0027:p:IcD:Ct,Relative Ct-value, ,23.69102888, , 
IYS:GoA2019_Stn8:trawl1:M0028:p:c_b_cys:Ct,Relative Ct-value, ,25.64860725, , 
IYS:GoA2019_Stn8:trawl1:M0028:p:hkg:Ct,Relative Ct-value, ,33.44554806, , 
IYS:GoA2019_Stn8:trawl1:M0028:p:ic_hof:Ct,Relative Ct-value, ,36.65187025, , 
IYS:GoA2019_Stn8:trawl1:M0028:p:lo_sal:Ct,Relative Ct-value, ,36.71562386, , 
IYS:GoA2019_Stn8:trawl1:M0029:p:hkg:Ct,Relative Ct-value, ,32.32818794, , 
IYS:GoA2019_Stn8:trawl1:M0029:p:ic_hof:Ct,Relative Ct-value, ,35.87761164, , 
IYS:GoA2019_Stn8:trawl1:M0029:p:sch:Ct,Relative Ct-value, ,17.84868717, , 
IYS:GoA2019_Stn8:trawl1:M0030:p:c_b_cys:Ct,Relative Ct-value, ,21.16896057, , 
IYS:GoA2019_Stn8:trawl1:M0030:p:hkg:Ct,Relative Ct-value, ,33.88873482, , 
IYS:GoA2019_Stn8:trawl1:M0030:p:ic_hof:Ct,Relative Ct-value, ,38.85253882, , 
IYS:GoA2019_Stn8:trawl1:M0030:p:ku_thy:Ct,Relative Ct-value, ,28.49694443, , 
IYS:GoA2019_Stn8:trawl1:M0030:p:ver:Ct,Relative Ct-value, ,20.69845772, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:c_b_cys:Ct,Relative Ct-value, ,20.12268353, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:hkg:Ct,Relative Ct-value, ,32.60252857, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:ic_hof:Ct,Relative Ct-value, ,36.63044214, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:IcD:Ct,Relative Ct-value, ,16.4021892, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:lo_sal:Ct,Relative Ct-value, ,21.06622314, , 
IYS:GoA2019_Stn8:trawl1:M0031:p:ver:Ct,Relative Ct-value, ,20.3884449, , 
IYS:GoA2019_Stn8:trawl1:M0032:p:c_b_cys:Ct,Relative Ct-value, ,25.51555157, , 
IYS:GoA2019_Stn8:trawl1:M0032:p:hkg:Ct,Relative Ct-value, ,34.5090847, , 
IYS:GoA2019_Stn8:trawl1:M0032:p:ic_hof:Ct,Relative Ct-value, ,37.72475386, , 
IYS:GoA2019_Stn8:trawl1:M0032:p:IcD:Ct,Relative Ct-value, ,27.14431212, , 
IYS:GoA2019_Stn8:trawl1:M0033:p:c_b_cys:Ct,Relative Ct-value, ,21.65397167, , 
IYS:GoA2019_Stn8:trawl1:M0033:p:hkg:Ct,Relative Ct-value, ,34.82762337, , 
IYS:GoA2019_Stn8:trawl1:M0033:p:pa_pse:Ct,Relative Ct-value, ,25.54921722, , 
IYS:GoA2019_Stn8:trawl1:M0033:p:ver:Ct,Relative Ct-value, ,20.76770306, , 
IYS:GoA2019_Stn59:trawl1:M0254:p:c_b_cys:Ct,Relative Ct-value, ,23.24487495, , 
IYS:GoA2019_Stn59:trawl1:M0254:p:ce_sha:Ct,Relative Ct-value, ,26.47386456, , 
IYS:GoA2019_Stn59:trawl1:M0254:p:hkg:Ct,Relative Ct-value, ,35.19313479, , 
IYS:GoA2019_Stn59:trawl1:M0254:p:ic_hof:Ct,Relative Ct-value, ,30.55811691, , 
IYS:GoA2019_Stn59:trawl1:M0254:p:lo_sal:Ct,Relative Ct-value, ,30.70075226, , 
IYS:GoA2019_Stn10:trawl1:M0035:p:c_b_cys:Ct,Relative Ct-value, ,24.70231342, , 
IYS:GoA2019_Stn10:trawl1:M0035:p:hkg:Ct,Relative Ct-value, ,32.83900452, , 
IYS:GoA2019_Stn10:trawl1:M0035:p:ic_hof:Ct,Relative Ct-value, ,23.32494831, , 
IYS:GoA2019_Stn10:trawl1:M0036:p:c_b_cys:Ct,Relative Ct-value, ,23.43958759, , 
IYS:GoA2019_Stn10:trawl1:M0036:p:hkg:Ct,Relative Ct-value, ,35.20720387, , 
IYS:GoA2019_Stn10:trawl1:M0036:p:ic_hof:Ct,Relative Ct-value, ,37.29851198, , 
IYS:GoA2019_Stn10:trawl1:M0036:p:IcD:Ct,Relative Ct-value, ,18.11849184, , 
IYS:GoA2019_Stn10:trawl1:M0037:p:c_b_cys:Ct,Relative Ct-value, ,24.12723446, , 
IYS:GoA2019_Stn10:trawl1:M0037:p:hkg:Ct,Relative Ct-value, ,32.93137074, , 
IYS:GoA2019_Stn10:trawl1:M0037:p:ic_hof:Ct,Relative Ct-value, ,21.25313187, , 
IYS:GoA2019_Stn10:trawl1:M0038:p:c_b_cys:Ct,Relative Ct-value, ,21.12244987, , 
IYS:GoA2019_Stn10:trawl1:M0038:p:hkg:Ct,Relative Ct-value, ,33.39157677, , 
IYS:GoA2019_Stn10:trawl1:M0038:p:lo_sal:Ct,Relative Ct-value, ,28.23263454, , 
IYS:GoA2019_Stn10:trawl1:M0038:p:sch:Ct,Relative Ct-value, ,19.15127373, , 
IYS:GoA2019_Stn38:trawl1:M0178:p:c_b_cys:Ct,Relative Ct-value, ,24.12261486, , 
IYS:GoA2019_Stn38:trawl1:M0178:p:hkg:Ct,Relative Ct-value, ,37.97384644, , 
IYS:GoA2019_Stn38:trawl1:M0178:p:ic_hof:Ct,Relative Ct-value, ,21.30725479, , 
IYS:GoA2019_Stn38:trawl1:M0178:p:lo_sal:Ct,Relative Ct-value, ,27.61459923, , 
IYS:GoA2019_Stn11:trawl1:M0040:p:hkg:Ct,Relative Ct-value, ,34.14978218, , 
IYS:GoA2019_Stn11:trawl1:M0040:p:IcD:Ct,Relative Ct-value, ,25.30579417, , 
IYS:GoA2019_Stn11:trawl1:M0040:p:lo_sal:Ct,Relative Ct-value, ,34.72560644, , 
IYS:GoA2019_Stn11:trawl1:M0040:p:pspv:Ct,Relative Ct-value, ,22.44070816, , 
IYS:GoA2019_Stn11:trawl1:M0041:p:hkg:Ct,Relative Ct-value, ,34.52915382, , 
IYS:GoA2019_Stn11:trawl1:M0041:p:lo_sal:Ct,Relative Ct-value, ,31.42840195, , 
IYS:GoA2019_Stn11:trawl1:M0041:p:pa_pse:Ct,Relative Ct-value, ,25.16251373, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:c_b_cys:Ct,Relative Ct-value, ,19.486619, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:hkg:Ct,Relative Ct-value, ,34.30870199, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:ic_hof:Ct,Relative Ct-value, ,30.56175327, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:IcD:Ct,Relative Ct-value, ,16.13972857, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:pa_pse:Ct,Relative Ct-value, ,27.36283779, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:pspv:Ct,Relative Ct-value, ,23.63476753, , 
IYS:GoA2019_Stn11:trawl1:M0042:p:sp_des:Ct,Relative Ct-value, ,22.42148399, , 
IYS:GoA2019_Stn11:trawl1:M0043:p:c_b_cys:Ct,Relative Ct-value, ,28.46041489, , 
IYS:GoA2019_Stn11:trawl1:M0043:p:hkg:Ct,Relative Ct-value, ,35.00974798, , 
IYS:GoA2019_Stn11:trawl1:M0043:p:ic_hof:Ct,Relative Ct-value, ,27.58221626, , 
IYS:GoA2019_Stn11:trawl1:M0043:p:lo_sal:Ct,Relative Ct-value, ,26.26430607, , 
IYS:GoA2019_Stn11:trawl1:M0044:p:c_b_cys:Ct,Relative Ct-value, ,22.37487793, , 
IYS:GoA2019_Stn11:trawl1:M0044:p:hkg:Ct,Relative Ct-value, ,34.23829651, , 
IYS:GoA2019_Stn11:trawl1:M0044:p:lo_sal:Ct,Relative Ct-value, ,22.03198242, , 
IYS:GoA2019_Stn11:trawl1:M0044:p:pa_pse:Ct,Relative Ct-value, ,22.81514835, , 
IYS:GoA2019_Stn11:trawl1:M0044:p:sp_des:Ct,Relative Ct-value, ,23.36187458, , 
IYS:GoA2019_Stn11:trawl1:M0045:p:c_b_cys:Ct,Relative Ct-value, ,25.67717934, , 
IYS:GoA2019_Stn11:trawl1:M0045:p:hkg:Ct,Relative Ct-value, ,34.03636503, , 
IYS:GoA2019_Stn11:trawl1:M0045:p:lo_sal:Ct,Relative Ct-value, ,26.71380901, , 
IYS:GoA2019_Stn11:trawl1:M0046:p:hkg:Ct,Relative Ct-value, ,31.68930721, , 
IYS:GoA2019_Stn11:trawl1:M0047:p:c_b_cys:Ct,Relative Ct-value, ,25.32494164, , 
IYS:GoA2019_Stn11:trawl1:M0047:p:hkg:Ct,Relative Ct-value, ,34.63173294, , 
IYS:GoA2019_Stn11:trawl1:M0047:p:Rhabdo3:Ct,Relative Ct-value, ,18.6153307, , 
IYS:GoA2019_Stn11:trawl1:M0048:p:c_b_cys:Ct,Relative Ct-value, ,30.63939428, , 
IYS:GoA2019_Stn11:trawl1:M0048:p:hkg:Ct,Relative Ct-value, ,35.1907773, , 
IYS:GoA2019_Stn11:trawl1:M0048:p:ic_hof:Ct,Relative Ct-value, ,40.25419498, , 
IYS:GoA2019_Stn11:trawl1:M0048:p:lo_sal:Ct,Relative Ct-value, ,28.95774508, , 
IYS:GoA2019_Stn11:trawl1:M0048:p:pa_pse:Ct,Relative Ct-value, ,23.79514599, , 
IYS:GoA2019_Stn44:trawl1:M0193:p:hkg:Ct,Relative Ct-value, ,37.468467, , 
IYS:GoA2019_Stn44:trawl1:M0193:p:pa_pse:Ct,Relative Ct-value, ,27.78040409, , 
IYS:GoA2019_Stn12:trawl1:M0050:p:c_b_cys:Ct,Relative Ct-value, ,25.46943283, , 
IYS:GoA2019_Stn12:trawl1:M0050:p:hkg:Ct,Relative Ct-value, ,34.40701294, , 
IYS:GoA2019_Stn12:trawl1:M0050:p:ic_hof:Ct,Relative Ct-value, ,25.04017258, , 
IYS:GoA2019_Stn12:trawl1:M0050:p:pa_pse:Ct,Relative Ct-value, ,21.34981155, , 
IYS:GoA2019_Stn12:trawl1:M0050:p:sp_des:Ct,Relative Ct-value, ,22.4651165, , 
IYS:GoA2019_Stn16:trawl1:M0064:p:c_b_cys:Ct,Relative Ct-value, ,23.06827354, , 
IYS:GoA2019_Stn16:trawl1:M0064:p:hkg:Ct,Relative Ct-value, ,33.41011047, , 
IYS:GoA2019_Stn16:trawl1:M0064:p:lo_sal:Ct,Relative Ct-value, ,31.55509615, , 
IYS:GoA2019_Stn44:trawl1:M0197:p:c_b_cys:Ct,Relative Ct-value, ,31.90136528, , 
IYS:GoA2019_Stn44:trawl1:M0197:p:hkg:Ct,Relative Ct-value, ,37.77105141, , 
IYS:GoA2019_Stn44:trawl1:M0197:p:pa_pse:Ct,Relative Ct-value, ,22.91812992, , 
IYS:GoA2019_Stn29:trawl1:M0109:p:c_b_cys:Ct,Relative Ct-value, ,24.18777752, , 
IYS:GoA2019_Stn29:trawl1:M0109:p:hkg:Ct,Relative Ct-value, ,33.04858208, , 
IYS:GoA2019_Stn29:trawl1:M0109:p:IcD:Ct,Relative Ct-value, ,16.67069396, , 
IYS:GoA2019_Stn13:trawl1:M0054:p:c_b_cys:Ct,Relative Ct-value, ,22.98626804, , 
IYS:GoA2019_Stn13:trawl1:M0054:p:hkg:Ct,Relative Ct-value, ,33.42520428, , 
IYS:GoA2019_Stn13:trawl1:M0054:p:lo_sal:Ct,Relative Ct-value, ,29.9712081, , 
IYS:GoA2019_Stn13:trawl1:M0054:p:pspv:Ct,Relative Ct-value, ,24.35646725, , 
IYS:GoA2019_Stn13:trawl1:M0054:p:sp_des:Ct,Relative Ct-value, ,24.31218529, , 
IYS:GoA2019_Stn14:trawl1:M0055:p:c_b_cys:Ct,Relative Ct-value, ,22.83163738, , 
IYS:GoA2019_Stn14:trawl1:M0055:p:hkg:Ct,Relative Ct-value, ,33.94898891, , 
IYS:GoA2019_Stn14:trawl1:M0055:p:pa_pse:Ct,Relative Ct-value, ,25.11844349, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:c_b_cys:Ct,Relative Ct-value, ,26.46958733, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:hkg:Ct,Relative Ct-value, ,34.46625519, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:ic_hof:Ct,Relative Ct-value, ,36.07402849, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:lo_sal:Ct,Relative Ct-value, ,35.03123379, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:sp_des:Ct,Relative Ct-value, ,27.47612476, , 
IYS:GoA2019_Stn14:trawl1:M0056:p:ver:Ct,Relative Ct-value, ,20.62681198, , 
IYS:GoA2019_Stn15:trawl1:M0057:p:c_b_cys:Ct,Relative Ct-value, ,31.91870022, , 
IYS:GoA2019_Stn15:trawl1:M0057:p:hkg:Ct,Relative Ct-value, ,33.65795326, , 
IYS:GoA2019_Stn15:trawl1:M0057:p:ic_hof:Ct,Relative Ct-value, ,39.84383702, , 
IYS:GoA2019_Stn16:trawl1:M0058:p:c_b_cys:Ct,Relative Ct-value, ,24.38520145, , 
IYS:GoA2019_Stn16:trawl1:M0058:p:hkg:Ct,Relative Ct-value, ,34.14874649, , 
IYS:GoA2019_Stn16:trawl1:M0058:p:pspv:Ct,Relative Ct-value, ,23.19663143, , 
IYS:GoA2019_Stn16:trawl1:M0059:p:c_b_cys:Ct,Relative Ct-value, ,24.56536007, , 
IYS:GoA2019_Stn16:trawl1:M0059:p:hkg:Ct,Relative Ct-value, ,34.02571869, , 
IYS:GoA2019_Stn16:trawl1:M0059:p:lo_sal:Ct,Relative Ct-value, ,26.7251749, , 
IYS:GoA2019_Stn16:trawl1:M0059:p:sch:Ct,Relative Ct-value, ,25.45328999, , 
IYS:GoA2019_Stn16:trawl1:M0060:p:c_b_cys:Ct,Relative Ct-value, ,24.58525562, , 
IYS:GoA2019_Stn16:trawl1:M0060:p:hkg:Ct,Relative Ct-value, ,34.183743, , 
IYS:GoA2019_Stn16:trawl1:M0060:p:lo_sal:Ct,Relative Ct-value, ,21.27030468, , 
IYS:GoA2019_Stn16:trawl1:M0060:p:sch:Ct,Relative Ct-value, ,22.1796217, , 
IYS:GoA2019_Stn16:trawl1:M0061:p:hkg:Ct,Relative Ct-value, ,33.66620684, , 
